id,comment
@user-sk6ci8ty2g,이게 25년 전이란게 소름이네 ㅋㅋ
@user-jq2th9ck1y,이 곡 제 블로그의 추억의 명곡코너에서 소개하고 싶어요.감사히 공유합니다.
@user-zw7oz5of3c,완죤 대박ㅋ
@gythvcf2573,이노래는 흥이 나는곡이기도 하지만 슬프다. 나만 그런가?
@user-hx1gz7gj8b,참경쾌하면서 슬픈노래
@gdgjkyed,아니 이재훈 왜케 잘생김; 이상형이야 완전
@jamesmark5014,안무가진짜신박하다 어떻게저런걸생각햇나
@user-gu1gc6gl9r,이러니 요즘 들을 노래가 없다는거다
@user-jd8yr4hq3c,와 06년생인 나에게 우리아빠뻘나는사람한테 너무 잘생겨서 설레본적은 처음이다 진짜???
@user-ck7xu2un6f,리듬은 매력
@user-nd7ji5uo7s,재훈이형 잘 생기기도 했지만 엄청 선하게 생겨서 볼 때 마다 기분이 좋아짐ㄷㄷㄷㄷ 남녀노소 호불호 안 갈릴 얼굴.
@user-zd9vi5ty8q,그때가좋았네
@user-jb5qq7nt1l,맞죠~넘좋아요
@patopark7523,딱 지금 복장에 어디 캐리비안베이 같은데서 공연한거 있는데 전 아직도 잊지 못하고 있습니다. 고딩추억
@user-qu6ln3mj3g,와~좋다아임히어로 콘서트에서 너무 좋아 찾아옴
@LeeJun8338,브걸의 치맛바람의 춤을 보니 바로 생각나서 들어와서 보네요..여름하면 역시 파도형상하는 이 춤이죠.여름하면 쿨.. 이제 그 자리를 브걸이 노리고...그래서 더욱 이 파도춤이 미치도록 생각나는..
@lovedsjyjw,알로하와 이 노래가 쿨의 모든 히트곡들중 최고 올타임 리퀘스트일듯
@user-ke2ce2lj1x,회식자리에서 부장님께서 두번 예약하시는 곡 입니다...안무 마스터 할려고 오늘도 들립니다...
@user-il6ol4om4e,대학때가 생각난다
@user-he5qk2wb4p,미남 이재훈씨 노래짱
@rorypia,i miss them
@placebol270,이제훈 넘어지는것도 일어서서 웃는것도 섹시하고 훈훈하다 크크크
@user-ck7xu2un6f,아름답지만 슬픈노래
@user-je4ul5vs7y,진짜 패션 유행은 돌고 도네
@user-sh1gz5dc2d,예전  생각함이 노래 좋았어흥이 ^^  노래방애창곡  으로 친구들함께 불렀던  이노래 좋아^^*
@user-hi1ds1qd3l,22년도 듣습니다!!!!
@hhhjjj8162,kpop 시조새인가요 ㅎ지금 들어도 전혀 촌스럽지가 않다는
@jajunga93,이재훈 실수하는 모습도 멋지네요 정말 보고싶어요
@popkong8163,토토가 이후로 그때의 음악들 들으러 다니는중..완전 추억 돋네
@HI-jh1gu,더 이상 볼 수 없다고 했을때 가장 아쉬웠던 두 그룹. 쿨이랑 거북이.
@wthrudoing1174,이재훈 실화냐진짜
@oQUQv,ㄹㅇ명곡ㅋㅋㅋㅋㅋ신난당
@user-sv3hq9vf2x,이노래는ㆍ제18번인데요~노래방가서부름ㆍ다나와요거의전부다ㅡ좋아하시는ㆍ노래입니다아무리ㅡ불러도식상안하고좋아요
@manhong1478,이재훈씨 엄청 미남이셨네
@user-bs3sw5xt2q,난 재훈 오빠 이런 스타일이 젤 좋음. 태어나 연예인 좋아하기는 오빠가 처음이랍니다.
@user-bz2wg3jc4x,이 곡도 이제 30년 다 돼가네. 휴~ 엊그제 같은데...
@user-op3hh6cw6m,왤케 멋있어
@darkknightjang2632,저때 들은거보다 지금 듣는게 더 좋네... 왜그러지? ㅋ
@pjd700301,뭘하고 살았을까?하루 하루 .......저때도 지금 같았으려나....돈도 없고 차도 없고 집도 없고...없는거 투성이 었는데..왜 그립지..^^
@user-rl5kt7nb6k,역시 쿨ㅋㅋㅋ
@kasions,팔에 뼈 없는 연기 잘하신다들
@MrLeesanghun1004,이재훈 미모는 너이길원햇던 이유 부를때 정점을 찍음
@atto4168,비음??? 콧소리?? 섞으면 가수로서 가치가 낮은것처럼 발언한 사람 누구인지 모르겠다... 스스로 본인은 콧소리로 노래한다고 한 이재훈... 난 들을때마다 좋다..그냥좋고 또좋다.. 소리를 평가하는 자체가 모순이고 정치적행위다.. 그런말하는사람에게 똥을 던지고싶다..
@aigurimi,쿨은 혼성그룹 레전드지ㅋㅋ지금 제대로 각성하고 와도 엑소랑 맞짱뜰 수준 ㅋ당시 에쵸티를 누른 유일한 그룹
@user-nx2cv7hh5h,"이 시절~~ 유리정말 최고,얼굴은 이쁘고몸맨 섹시하고,ㅋㅋㅋ"
@user-xk7fi5ow3y,친구중에 이재훈같은 사람 있었음 좋겠당~~
@syk4890,여름의 파란 해변가가 생각나는 노래
@user-st8ni5ge5f,쿨팬노래가항상좋아요
@kevinpark3816,"미치겠다. 정말,클래식 나이트클럽은 어디 없나?유로 닭장댄스와 90년대 한국 댄스가요.가발쓰고 가고싶다"
@user-wg7ik7ms8d,오늘에 듣는 이노랜 또다른 느낌이 드네
@zins634,패션 지금이랑 다른게 없내 ㅋㅋㅋ
@user-zn7kr2qj1e,이노래야 말로 노래방 애창곡이 아닙니까 여러분!! 나하~~~~ 하면서 전주 깔리면 자동으로 일어나서 탬버린 잡아야 하는거 아닙니까 여러분!!
@shpark9062,대한민국 활황기 모든 분야에서... 3년후 음반시장은...
@voyager1145,ㅜㅜ 그립다. 너무 그립다.
@user-ww2xh2qn6o,쪼아요^^
@user-hx1gz7gj8b,인생 덧없음 .. 진짜  잘나갔는데...
@user-le1ji9cm6r,이땐 나도 젊었었는데 ㅜㅜ
@w.w.r120,이재훈씨 리즈 시절~
@kimjin100245,중당 고딩으로 돌아간거같아 ㅋㅋㅋ 너무좋아 ㅎㅎ
@jhk9051,쿨이랑 꼬꼬 노래는 너무 좋아ㅋㅋ
@user-hv4rd7bg9d,천재다
@user-hg2wc2dq7b,역시쿨ㅎ
@user-op2hd2di9u,쿨슬퍼지려하기전에듣고싶어요
@user-le4fw8fo6w,"요즘 칼군무보단, 노래를 즐기는듯한 이런 엉성한듯한춤이 보는사람이 더 편하다"
@user-fs3gd3ce9j,"벤 천사의 목소리 같아요, 내 영혼이 맑아지는듯 해요,"
@user-um3qg6of1b,"나 78년생인데 이거 17살때 듣엇는데  벌써 시간이 얼마나 흐른거야~ ㅡ.ㅡ 친구들끼리 노래방에서 자주 불럿던거같어 그다시 노래방 3000천원 주구 ㅋㅋ 2시간 불르고 햇엇는데 지금은 노래방 1시간 최소 1만원 될듯 ㅋㅋ 시간이 많이 흘럿네~ 아 그립네 쿨  자빠져 자야것다 낼 출근 할려면~ ,,ㅡㅡ 다들 즐감들 하세요~~늦은밤 뱌뱌 ~~ 영상띄여준 8090님 잘보고 갑니다~~뱌뱌"
@eohoe5439,화질구지지만 재훈이형 존잘인건 알겠다
@agodsentrain,40초쯤 장난끼 가득 추는 춤... 개섹시
@ethankim3919,2023에도 쿨~ 쿨~^^!
@user-ss5dm1dq4j,옛날이 좋네 지금노래들보다 옛날에 재미있었겟다 스마트폰도없엇는시절
@user-ln7fh7uy1u,이 노래 들을때마다 무한상사에서 박명수하고 정준하가 노래 부르는게 생각난다. 무한도전 보고싶다. T^T
@user-uq3oo3hx7q,앜ㅋㅋㅋㅋ쿨 노래는 아버지랑 많이 들어봤죠ㅋㅋ뜬금없지만 진정한 쿨은 세명이 다 있어야 쿨인거같습니다ㄹㅇ 한명빠지면 쿨이 아닌거같음
@user-ny2mc7sk3n,허밍  유리  재훈 텁한건    질리지  않다는건  좋은겁니다
@ysj7715,넘어지기는것까지 귀엽♡♡♡♡♡
@hyenhopapa5526,요때로 가라하면 다버릴수있다...
@user-ie9ol3ex2w,요즘노래보다 진짜 훨낫다.. 요즘아이돌노래 에효....그저 비쥬얼비쥬얼...
@user-wv1uz5qj5g,25년전 ㅠㅠ 슬프다
@thetrueworldwilldestroyjap1490,해외 클럽서 저 노래들으면더 신남! ㅋ
@user-jo5qx3fs9e,유치원때 이걸로 재롱잔치했는데 ㅋㅋㅋ
@pretty9206,유리가 불렀으면 96년 영상아닌가 히트도 96년여름으로 기억하는데
@user-sz6kw1ju8r,쿨하게 당당해지고 싶으네요.홧팅
@HS-gm7se,이재훈 눈 잘생김ㄷㄷ
@user-ok2vr3fi3r,저 시절 테잎늘어지게 들었던 기억이난다ㅎ
@heeyeonee,헐 뭐야... 957만 회 대박...
@hsj2567,미친 넘어지는 것도 귀여워
@user-ln6tv1bf4f,명곡!! 예전 여친. 20살때가 생각난ㄷ ㅠㅠ
@user-ix8dt6eq2s,요즘엔 왜 이런 혼성그룹이 안나오냐
@user-pd3tp7gt1l,이노래들을땐  청춘였는데..내 나이 어느덧50  뮤비처럼  나도 홀쭉이였는데 지금 배나온 아저씨가되있네..  참...야속하다 세월아!
@user-kf3lr2uq5y,갓 고등학교졸업했을때 그때가 좋았었는데 ㅋㅋㅋ
@user-qf6ej8kq2o,참좋은시절이었네요^~이재훈씨 참 날씬함
@time_1990s,"올해 7월 1일 인천에 저희 콘서트에도 모시게 되었습니다 :)2023 타임캡슐 슈퍼콘서트 인천라인업 : 코요태, 이재훈, 디바, 소찬휘, 태사자, 스페이스A, 채연, K2 김성면, 이하늘(DJDOC)"
@Yun-es8bc,갑짜기 너~~무 듣고싶어서 찾아왔어요^-^ 넘좋당♡
@user-qw6ix7vy8i,내나이42에 노래방인생곡이였지..
@user-tt4zn3od3q,"워우 옷봐 ㄷㄷ 지금 입어도 촌스럽지 않네 ㄷㄷ 역시 유행은 돌고 도나,,특히 성수형옷 ㅋㅋㅋ"
@ee1be,하.. 이거들으면서 캔디크러쉬소다하면 개잘됨ㅋㅋㅋㅋㅋㅋㅋ
@TheRzezbiarz,I like Wax cover of this song.
@ahj1743,난 이 노래보다 늦게 태어났는데 왜 추억이 생각나지?
@user-mo4kz3ts4i,이재훈은 너이길 원했던 이유  를 부를때  보셔야죠...그때가 진짜 ㄱ귀공자같은 외모였음 가면 갈수록 동네 아자씨가 되가는중 ㅋㅋㅋ
@user-re9zh7ge4r,내 첫차...엘란트라에서 볼륨 이빠이 해놓고 카세트로 듣던 슬퍼지려하기전에ㅠㅠ
@user-kp5dh8zz7l,2023년도 듣고있는사람 손 ?
@user-nv9dm3kp7t,조준호 너무 멋져  ~~
@user-ry6do6xo6f,카세트로 들었는데.. 세월 참..ㅠㅠ
@user-LA_QUAN,노래방가서 부르면 개신나~~~~~~~~이히~~~예
@hpy1664,2021 년 기준 이노래는 30.40 최고의 노래다 인정하면 넘버원 아니면 그냥가
@user-dn2724use,"쭉 이어나가, 생각으로!"
@user-jy5ov9nd1o,일수쟁이룩인데 귀티나는거 실화냐구ㅠㅠ
@birfikrimvar7365,요즘 마카롱티비 보는 낙으로 사는 듯. 유튜브에서 보고 알게됐는데 그때 알려준 형 진짜 감사함 ㅠㅠㅠㅠ
@danielkang5368,60년대.70년대.80년대.90년대까지는 정확히 뚜렷하게 구분되는 문화적인 특징이 있는데 2000년대와 2010년대는 구분이 없는 것 같습니다. 가수만 바뀌고 노래만 바뀌었다뿐이지 아이돌노래와 문화들. 2005년도 어느 아이돌 가수 지금 봐도 요즘에 나온 노래인지 모를 지경.
@user-ip3qv7ut7n,Dj시절  생각 나네요95년도
@yInastory_LUV,저당시에 유리님 나이가 스물인것에 소름이... 21세기의 스무살 여성과 차이가
@user-us3ev8tc5o,회식단골 노래임 명곡이죵
@user-dx6ps9xh9r,쿨 최고이재훈 최고~!!!신곡 좀 내세요국보급 목소리 아까워요 ㅠ후니누나 드림
@user-hx2bm1st6n,3년만에 조회수 300만을 더 찍었네ㄷㄷ
@kdykdb7,수영장 샤워실에서 샤워하던 생각난다. 항상 이 음악이 나왔었지. ㅎㅎ 그 수영장 다니다가 교통사고도 나고ㅎㅎ
@user-tn5ki5it8b,히든싱어 강추 ?
@andryuchoo5829,이때 핸드폰들구 다니면 헌팅되던 시절 ㅋ추억돋네
@bnm5319,2020년에 1990년대 감성을가지신 분 계신가요? ^^ 전 또 들으러왔네요
@user-zs5jb2dq4t,이재훈 옷빨 최고인 시절
@juhoson5470,"내 대학시절 노래, 아직 18번"
@user-tv3qw2gb3v,곰곰히 생각해보니까 옛날 노래가 더 나은 거 같아요 내가 왜 80년대쯤에 안 태어났는지....
@pineappletree8893,95년을  돌려줘...  멈춰버렷음 좋겟다.  진짜 95년 미친해엿어... 나 20살...  으앙.
@sungkim107,이게 그 유명한 가사는 졸라 슬픈데 노래는 신나는 희안한 노래 ㅋㅋㅋ이별노래인데 막 흥이나 막 신나~~ ㅋㅋ
@user-yp7tr1xg8e,여름만 되면 쿨노래 가 나왓엇는데 ㅋ
@soulmatejay,쿨이재훈 잘생
@user-my2ur8ji9c,이재훈 훈내난다 ㄷㄷ
@user-if2te6ni4i,내  최애곡ㅎㅎ  코로나가ㅠㅠ
@user-qm5zb9so2k,2019년.6월에도 들으러왔어요~^^
@user-es9sv9gi1e,채리나가 이재훈이 춤 최고로 잘춘다고 했음...근데 노래도 최고로 잘하네
@jerypark1925,4년만더있음 30년된 노래인데 ㅎ
@atropos3646,지금이 추억의 7080이 지나고 8090으로 바뀌는 시기.... 이전 세대가 이후 세대의 감성을 이해 못하고 예전이 좋았다는 감상은 이해는 하지만 진실은 아니라고 생각이 드네요. 대중음악이란 일정시기 그 흐름을 놓치면 새로운 감성을 받아들이기가 점점 힘들어지면서 이전의 항상 듣던 음악만을 듣게 되거든요. 남자들은 대부분 군대를 거치면서 그 흐름을 놓치고 여자들은 살림과 육아에서 그 흐름을 놓치죠. 그런 결과가 문화적으로 세대간 단절을 불러오는거 같아요.그렇게 이해를 함에도 불구하고 요즘의 대중음악에서 안타까운건......기존의 세대들이 만들어온 아름다운 감성을 오글거린다거나 허세병쯤으로 치부해버리고 마치 계피는 촌스럽고 시나몬은 세련되게 생각하는 것처럼 그 어휘나 단어들이 심히 조잡스럽게 느껴진다는 겁니다. 8090시기의 대중음악들이 가졌던 표절과 단조로움 실력없는 가수들의 붕어노릇같은 잘못된점은 뛰어넘고 오히려 시적인 그 가사들과 감성들은 이어받아 발전시켜야 하는게 아닐까하는 생각이 들어요.헛된 영어단어들이나 반복해가면서 만들어지는 지금의 kpop이라는 그 음악들이 아무리 서구음악이 베이스라는 이유일지라도 쉬이 정이가지 않는 이유랄까요..
@jysoon,술 한잔 먹고 보는데진찌 그립다
@petitarbre,이때의 최준영 곡은 다 좋았는데
@W00ng_Ga,나00년생… 내. 동년배들 다 쿨 노래 좋아한다…
@ianpark7091,어? 이게 이렇게 오래된 노래였다니ㅋㅋㅋ
@yejun0704,2022년 들으러온 사람..퇴근길에 신나게 듣네
@Babosae,멜로디는 존나 발랄한데 가사는 존나 슬픔...
@user-bd2jx7xv2t,내맘속 노래방 일위곡 원곡이 쿨ㅈ노래가아니었단 말듣고 놀란..
@user-xh9jx8os3o,ㅋㅋㅋ 이렇게 보니까 히든싱어에서 이재훈 도플갱어가 진짜 젊었을때랑싱크 개 비슷하다 ㅋㅋㅋㅋ
@user-xv4xh6ju5f,83년생 대한민국 발전을 보고 컷다 잘태어났다
@user-sq9zq6ez5z,패션은 돌고 돈다는데. 바지 끌듯이 긴 저 바지만 조금 그렇지만 나머진 요즘 입어도 괜찮은 스타일이네요~ㅎ 근데 그 누구의 시선도 의식하지 않고 시대를 떠나서 자신만이 입고 싶은 그런 스타일로 꾸미고 당당히 입는다면 촌스럽게 입어도 그게 더 찐 패션의 정석이 아닐까 합니다~^^ 암튼 이노래는 언제나 레전드로 남아 있을 듯 요~^^
@user-gt5ch7jd1c,2022년에도 좋쿠나~~^^
@user-yp8nb7tl3t,ㅠㅠ보고싶다 왜자꾸 슬프지 막 보고싶다 휴 ㅜ ㅜ
@user-zi6mk1gh4g,이상하게  2000년대  음악노래부턴  흥과  감정이  별로  없어여.   희한한건  지금  애들도  90년대노래  틀어주면  더  좋다는  사람이  많고.  80년대  노래는  밤에  조용할때  혼자 들을때  좋다는 애들도  있고.
@user-xu1tx9th1p,재훈성 완전 날씬했네ㅎ 저 댄스 운동량이면 살찔틈이 없었겠다
@Idohungry,"슬퍼지려하기전에, 천생연분 은 진짜 마약이지"
@IDinput,가사는 조오오오오온나 슬픈데 참 신나는 노래 ㅋㅋㅋㅋㅋㅋㅋ
@user-ll8ye7wk6r,엄마듣길래들어봤는데은근좋네
@user-qx5kc4vj5n,코로나만 아니라면 나이트클럽 한판 때리고 싶네요.
@user-pb3yw5lk4r,재훈이형님은 뱀파이언가 하나도 안늙었네~~
@user-vp7bp2kq7z,쿨은 지존이여 요즘 애들처럼 노래도 안되고 무더기로춤만 추는 애들하곤 질적으로 다르지
@user-dc2vt8hy8j,냬게즐겁을주는노래 쿨님들감사합니다
@user-fw4sr9un3n,"혼성그룹중.쿨,코요테가 최고"
@user-qz4ww8lb2u,꿀짱 유리짱
@user-ne4kd1zf9d,"김성수가 랩파트이긴 한데, 그 햅파트가 적지만 그 파트가 없으면 뭔가 심심할 듯하네요"
@user-wo4hh4me4x,아.. 왜 눈물나지ㅜㅜ
@hey1.025,넘 쥬아
@user-ri2lu3rt3e,그립다
@user-lx3xu9eo6p,이  노래  부르면서  춤추면  아주  건강해지겠다  ㅎㅎ
@halo-oy8cg,이 버젼 보다는 발라드 버젼이 더 . .^^;
@user-uz3fg8jg8s,이재훈 저 얼굴로 지금 나오면 왠만한 남돌들 다 바를듯.
@piewow8259,엄마가 제일 좋아하는 노래
@user-mw8pj3ji7b,나의 어릴적 헬스장에서 울려퍼지던.. 그렇게 헬스와 사랑에
@seongsupak6094,17년전 강원도 스키장 갈때 들었던...
@user-np5iq7er5k,쿨베스트는 슬퍼지려하기전에
@user-hv4rd7bg9d,이시절에 싱어송라이터 르네상스였었지..
@user-nl8mw3td7s,나이트가고싶네30대인데
@user-sz6kw1ju8r,기분좋은한수 랠만알면될것같읍니다
@ehpark9877,"자아~~알  생겼당  이때가  완전  ""그립다""  유리도  귀국했던데  다같이  컴백좀 해주삼~~~^"
@user-kt5po9hn1r,사랑에는시간이없다.다래동산핮아사는으길있영죡문랑읍정습입햅니다.음랑핼수었
@user-hv7xu9tu7j,처음 랩 소름...
@canadavaasi6729,아닠ㅋㅋㅋㅋ 안믿었는데 믿고 한번 갔는데 진짜 여캠들 수위 개쩌는데 무료임
@user-fm1fv4ql5s,다시돌아가고프다.나도다시아이가되고싶다.어른이아닌데난어른나이가되어아이같은내가 애를키우니 너무힘겹다...
@jayJay-tm4yw,무한상사 레젼드 노래다.. 정과장 박차장...생각나ㅠㅠ
@almalikkhan3763,마카롱티비 어플 진짴ㅋㅋㅋㅋㅋㅋㅋ 레알 사랑한다
@user-ck7xu2un6f,이노래첨듣고 너무 이쁜노래라   시장서 테프사다 잘때만빼놓고 들엇음  노래배우려구   어렵드라구요   한달은 히어링공부햇지요   히히
@sorim12341,지금 이재훈 패션에서 바지 검정색으로 바꾸면 입고다닐만 할듯 역시 돌고도는구만
@user-wf2fh8cl4f,노래가나에게희망이있다
@jae-hoonlee8591,역쉬 이재훈.ㅋ
@user-gf5qv1sr7r,슬퍼지기전에  ~~^^신난다하지만 슬퍼진다그래두 듣는다기분전환하려고내딸과 함께  듣는다몸 흔들면서~~^
@Phantom-pq5ch,그 시절 카메라 워킹보소ㅋㅋㅋㅋㅋㅋ 혼을 쏙 빼 놓네
@user-uf5rg1df7n,조만간 이노래의 원곡도 밝혀질듯
@InmeynJo,김성수씨! 뱃살이 안 보여요!! 세상에.  멋있어!
@user-oh3oh8oo4z,저때 이재훈 키만 빼고 다 가진 남자 였죠
@user-gs6fo7vz6q,진짜 이재훈..지독하게 엮이고싶다. 정말로
@520bock,너네가 최고다. ?인정. ?앰피 뜨리 랩스터에서 처음 다운 받은뒤로 거의 매일 듣고 있다. ?1999년 부터. ?지금도 듣고 있다. ?
@user-lm8pz1ss1x,2022년에 다시듣는 노래
@mansukong,아... 90년대 냅새..
@user-rg3be8xt6v,"* 외적으로는, 흥겹게 느껴질수  있겠으나 ? 아픔이 고여있군요?"
@psyohzz2,19년생인대 좋네ㅔ요
@moplay83,2023 처음 듣고가요.. ^^
@user-ki7fl6es3h,다른영상별로없는게 아쉽네 코요테는 영상이 꽤 많은데
@junhyeokkim3500,가사는 정말 슬픈데 신나는 이상한 노래..
@youngkim6109,김성수는 백댄서급이네ㅋㅋㅋ
@Shawshank_Maskdance,신나기로는 천생연분과 쌍두마차~
@user-nu6lk5wx4p,난 왜 이재훈파트중 가사한줄끝나면 박자 쪼게서 코러스(?)넣는 유리파트 나만좋음?
@user-rr4sw8zv2g,쿨요태(쿨+코요태) 콘서트때 안 온 유리누나..보고 싶었는데ㅜㅜ
@onlyeffort5900,"최선원씨의 노래가 이렇게 변한 거 였구나..뜨긴 했지만, 다시 들으니 이질적이네"
@user-pb1pj4jj6g,"자켓사진의 옷과 신발,  지금 입어도 이쁘겠다."
@user-iq2et3qi4y,아...옛날이여!
@gcw3125,쿨에서 김성수씨 하는거 없어보이죠? 근데 없으면 조오오오온나 허전해요 ㅋㅋㅋㅋㅋㅋ 의외로 비중이 큼 ㅋㅋㅋㅋ
@tekone4928,이재훈 지금 저 나이면.유투버일 것 같네
@user-rq4gc8ou6i,잘생겼다
@user-yn2ml1jk2d,성수형 잔망미 ㅋㅋㅋ
@user-we9zf3hu4r,3:11 이 영상이 더 밝아 보이는 또하나의 이유.. 밝게 손흔들어주시는 방청객 ㅎ
@ERIC8888888,요즘 대학생들 태어 나기 전이나 갓난 아기들 때.. ㅋㅋㅋ
@user-br8xk9hl4w,잘생긴게 최고다!!
@leopard_sato_,남잔데 재훈이형 존나잘생겼다...이상형 바뀔뻔함
@user-wk2ln9up9x,이재훈 날씬한것 보소
@user-wk9be8iv6r,2020 난 50 끝에서 2자 차이난다 혹시나 내가 없어도 꼭 이노래 들으길 바란다 ~ㅋㅋㅋ
@Eunpyeongg,박명수 피처링 듣고싶다 최신버전으로
@user-lv8jf1ey2y,2020년 이노래 듣다..
@user-ip7lq8ti9b,재후이 형 잘생긴거 보소
@user-zi3ix5vx8g,나이트 가고싶다.
@joviham,아직도 노래방가면 누군가는 부르더라고 ㅋ
@Michael-gb8gu,딱 달라붙는 티셔츠에 통큰바지 트랜드는 돌고 돈다ㄷㄷㄷ머리도 요즘 머리 같이 이쁘게 잘랐네ㄷㄷㄷ
@MuratAslanofficiall,엥 마카롱티비가 이렇게 유명해져있다니 ㅋㅋㅋㅋ 나도 밤에 종종 애용하는 어플인데 ㅋㅋㅋㅋㅋㅋㅋ신기하네
@joonpark1280,2021년 듣고 있는사람코로나 이겨내자~!!
@user-dw9vj5dt9g,난원도 싸잉님요같이하신거요참 좋은곡은펴생간다보고싶네요제훈님ㅠㅠㅜㅜ무순사연계시나 신나시고 말웃는거 참고운분이요제훈님
@hohohaleeful,우리쁘걸이네 안무보고 쿨생각나서왔씁니다 역시 여름하면 쿨이져 그래서 따왓나봅니다
@Icon_Ruud_Gullit_The_Moment,0:48 성수형이 쪼쪼댄스 원조였네. 다들 즐거워하는게 보인다. 이재훈은 그 시절 유학파얼굴
@user-mi6qk1zi8k,이재훈은 차은우급으로 잘생겼네..... 아니지 차은우가 이제훈급으로 잘생긴거구나
@osmsm5420,정민아 오래오래 사랑하자
@33JokBal,아.......유리 예날에 인간극장? 같은 프로그램에서 버스타고 인터뷰하는거 생각난다... 무슨이야기 한지는 생각이 않남.
@annayoo5076,무한상사 야유회때 정준하랑 박명수가 부른것때문에 습따라따리라라 자동으로 나옴
@russia7081,저 낙지춤 계속보니 중독되네
@sunpoya,0:21 아~ 쓰따르따레 따르따라라0:32 쌉따라 따라라 그대 생각 따다0:39 워~ 우워0:48 쌉따라 빠라뚜립
@serinyun7972,이제훈이 허리를 거의 안편다는 사실을 알아버림ㅋㅋㅋ
@user-ei7ou3st3e,쿨하면 운명으로 에이치오티를 눌럿죠 희대사건
@user-qj9vh5mr6d,저 당시 카메라 기술촬영기술 진짜 ㅋㅋ 별로다 하기야 저뒤 1년뒤에 엄청난 발전은하지만 ㅋㅋㅋ 저때는 그냥 아무생각없이 봤었던것같은대 지금보니 확 느껴지네 ㅋㅋㅋ
@user-jk2rt1gk5x,가끔씩 그대 생각을 할 때마다~
@hera-33,?
@MyGomdi,성수형이 옆에서 못생김을 맡아주고 있기 때문에 이재훈이 더 잘생겨 보이는 거임.. 이걸 모르는 사람이 많더라고
@TV-ys9pn,2022년 10월 6일 듣는 중 엘란트라가  포르쉐  추월하면서 엄치 척 받던 시절
@user-ki8gt8nz8f,정준하 박명수가 내 추억을 바꿨어ㅋㅋㅋㅋㅋㅋㄲ
@mujun4327,아~~~나 중3때 다시 가고 싶다~~~~
@user-ss2vl9zh6i,어머 박보검이 노래 부르네~
@user-fq8mc4eh9u,90년대에 도대체 무슨 일이 벌어졌던거냐?
@jennifer-vq6ei,여자  멤버보다 남자 멤버 미모가 월등한 듯 ㅋ 바지 내려가서 옷 매무새 고치는 것도 귀엽다.
@user-pj5jo9pr8g,게임장~DDR펌프...디스코팡팡 생각나네  ㅋㅋㅋ
@user-pj9lj7cv2t,성수형님 립싱크 너무 잘하잖어~~/
@user-lm2dd5vg9u,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 노래만 들으면 정준하랑 박명수 부른 거 생각나 ㅈㄴ 웃긴데 아 무도멤버들 야유회할 때 옆에 껴서 놀고싶다 ㅎㅎ
@user-co7vg7to2i,제주 탑동골목 2021년 9월 18일오후 8:15 손님 신청곡    현재 탑동골목에서 손님이 신청한 노래입니다:)
@user-wu4sy2uw3p,허걱 대학3학년때네 한춤 하던 시절 ㅋㅋㅋ
@Kwangdor,무한상사 정과장 박차장 듀오가 생각난다.
@seunggis,재훈이형 복장이 창정이형 건달옷 입은거 생각나넼ㅋㅋㅋㅋㅋㅋ
@user-ld4qf4um9m,01:53 유리재훈 재훈 쑥쓰타드
@user-vg8bh5jf1v,23년에 들으러 온 사람 손!! 추가 한명 ㅋㅋ
@user-rax146,"아 이 어디가도 뒤지지 않는 뽕짝 감성. 학창시절에도 참 듣기 싫은 멜로디와 비트였는데. 유로비트 + 한국 특유의 뽕짝 멜로디의 향연. 이런걸 다들 왜 그렇게 좋아했나 몰라. 내 친구랑 난 학교 TV 에서 쿨, 코요테 이런 애들 나올 때마다 교실을 나갔었다.댓글 보면 아주 찬양 일색인데 그 때도 촌스러운데 뭔 시대를 앞서가니 지금봐도 세련됐다느니 하는 말이 나오는지 이해가 안가네. 95년에 난 고2였는데 그때도 음악은 촌스러웠다고."
@user-po7ov6nu5c,추억젖네 23살때
@user-cm3ph7wp7k,2023년에 듵으러 왓습니다ㅋㅋ
@user-ht2tx6uq1g,비 온 다음 날 담배 따는 데딸 때까진 좋았어요.아주머니들께서  쇠 꼬챙이에 담배를 꽂아 놓으셨는데그걸 벌크에 넣을 때인력 가셔서 한 번 해보세요.담배 정말 소중한 것입니다.현찰이거든요.
@drmpslsdo,저의옛날꿈: 이재훈과 결혼하기ㅋㅋ 멋진꿈인것같은데카메라각도보면서오빠!!소리치던시절~~아…보고싶다그는이미결혼했지만난아직도포기하지않았다네~~(지금꿈: 임영웅과바람피우기~~ 남편이보면 죽음^^)
@osj7363,아 옛날이여 ㅠ
@user-fd3sl5vf2u,쿨 슬퍼지려 하기전에 오세웅 담임 오만가지    생각남
@user-yc3ns7he4m,박명수 코러스 자동재생된다
@user-yq1pk3gn8c,2022년 들으러 온 사람 손
@user-dn2724use,두번 실수  와벽한 노래와 춤입니다  발간되기직전곡인가봅니다  관중안보이길래
@muhammetkomog9287,솔직히 유튜브 제재 빡신데 얼정싸액은 안짤리고 잘가는듯..
@ryuryuhey5699,이 노래 들을때마다 무도 생각남
@user-jl1qe7ts9e,가끔씩 그대생각 할때마다???:쌉따리따라라 그대생각 따다
@user-cv1ey5ik3p,성수형 좋긴한데 어떻게 가수됐는지는 궁금하긴하네
@user-dd2vc6sg5d,2020년 서리질러 ~~
